         225759 function calls (216231 primitive calls) in 6.879 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1292(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1000(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1008(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_32_le.py:17(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1295(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
       35    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1249(_list)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1293(<lambda>)
       52    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_32_le_decode}
       24    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\compat.py:137(plain_str)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:417(getfield)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_32_le.py:20(StreamWriter)
       88    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       27    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1294(<lambda>)
      162    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\encodings\__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_32_le.py:23(StreamReader)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\copy.py:231(_keep_alive)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
       46    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      102    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        8    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\compat.py:126(bytes_encode)
       21    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1298(get_full)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:603(__str__)
       25    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\threading.py:1236(daemon)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:392(_evalcond)
       15    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:2015(build_padding)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1229(default_payload_class)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1340(pre_dissect)
       17    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:393(m2i)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:431(__getattr__)
       25    0.000    0.000    0.000    0.000 c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\microsoft\python\core\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:638(get_current_thread_id)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
       17    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:403(m2i)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
       26    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1819(add_underlayer)
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\codecs.py:94(__new__)
       26    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1835(copy)
        6    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\dns.py:1273(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       15    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:2011(self_build)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        8    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:440(i2h)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        9    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        8    0.000    0.000    0.000    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:435(decode_tcp_options)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\compat.py:151(orb)
        2    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1922(getlayer)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\_distutils_hack\__init__.py:102(find_spec)
        7    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1851(__bytes__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)



--------------------------------------------------------------------------------
         805086 function calls (772742 primitive calls) in 4.997 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  535/534    0.005    0.000    3.199    0.006 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\sessions.py:54(recv)
      267    0.002    0.000    2.649    0.010 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\supersocket.py:198(recv)
      267    0.001    0.000    2.233    0.008 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\arch\libpcap.py:109(recv_raw)
      266    2.206    0.008    2.216    0.008 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\arch\libpcap.py:389(next)
      266    0.001    0.000    1.869    0.007 C:\Users\corys\source\repos\PcapAnalyzer\main.py:46(packet_handler)
      266    0.003    0.000    1.775    0.007 C:\Users\corys\source\repos\PcapAnalyzer\main.py:920(process_live_packet)
      533    0.002    0.000    1.601    0.003 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:848(after)
1328/1041    1.326    0.001    1.330    0.001 {method 'call' of '_tkinter.tkapp' objects}
       94    0.004    0.000    0.610    0.006 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\threading.py:323(wait)
  645/378    0.590    0.001    0.597    0.002 {method 'acquire' of '_thread.lock' objects}
 2132/266    0.010    0.000    0.406    0.002 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\base_classes.py:462(__call__)
 1065/266    0.059    0.000    0.401    0.002 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:148(__init__)
 1062/266    0.004    0.000    0.379    0.001 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1080(dissect)
 1062/266    0.003    0.000    0.369    0.001 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1041(do_dissect_payload)
      533    0.022    0.000    0.292    0.001 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1589(_register)
      266    0.001    0.000    0.262    0.001 C:\Users\corys\source\repos\PcapAnalyzer\main.py:567(decode_packet)
      770    0.174    0.000    0.245    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1093(guess_payload_class)
      533    0.087    0.000    0.184    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
       49    0.001    0.000    0.174    0.004 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\threading.py:637(wait)
      266    0.002    0.000    0.159    0.001 C:\Users\corys\source\repos\PcapAnalyzer\main.py:98(decode_packet)
      794    0.002    0.000    0.127    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1963(__call__)
      245    0.007    0.000    0.095    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:577(analyze_payload)
      490    0.050    0.000    0.083    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:486(calculate_entropy)
    48239    0.055    0.000    0.061    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1105(<genexpr>)
      534    0.002    0.000    0.056    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:860(callit)
1062/1058    0.012    0.000    0.047    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1017(do_dissect)
